market,period,trade_index,n_trades_in_period,price,state,info,vbar,re_price,pi_price,side,D,separating,period_mean_digitized,period_mean_printed,mean_residual,dot_quality_flag,_k,vb,sp,sd,flg,cu,Dc,u,buy,pid
3,9,12,16,394.43,X,insider,220.0,400.0,400.0,buyer,0.96907,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9690555555555556,0.7333333333333333,1.0,309
3,9,13,16,396.46,X,insider,220.0,400.0,400.0,buyer,0.98033,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9803333333333332,0.8,1.0,309
3,9,14,16,396.6,X,insider,220.0,400.0,400.0,buyer,0.98114,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9811111111111113,0.8666666666666667,1.0,309
3,9,15,16,396.63,X,insider,220.0,400.0,400.0,buyer,0.98125,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9812777777777778,0.9333333333333333,1.0,309
3,9,16,16,398.86,X,insider,220.0,400.0,400.0,buyer,0.99367,False,395.478,396.0,-0.522,"count_uncertain:3@395,2@397,2@394","(3, 9)",220.0,180.0,buyer,False,True,0.9936666666666667,1.0,1.0,309
3,10,1,15,170.11,Y,insider,220.0,175.0,220.0,seller,1.10868,True,166.817,167.0,-0.183,"count_uncertain:8@165,2@171","(3, 10)",220.0,-45.0,seller,False,True,1.1086666666666665,0.0,0.0,310
3,10,2,15,160.18,Y,insider,220.0,175.0,220.0,seller,1.32931,True,166.817,167.0,-0.183,"count_uncertain:8@165,2@171","(3, 10)",220.0,-45.0,seller,False,True,1.3293333333333333,0.07142857142857142,0.0,310
3,10,3,15,164.7,Y,insider,220.0,175.0,220.0,seller,1.22892,True,166.817,167.0,-0.183,"count_uncertain:8@165,2@171","(3, 10)",220.0,-45.0,seller,False,True,1.2288888888888891,0.14285714285714285,0.0,310
3,10,4,15,164.7,Y,insider,220.0,175.0,220.0,seller,1.22892,True,166.817,167.0,-0.183,"count_uncertain:8@165,2@171","(3, 10)",220.0,-45.0,seller,False,True,1.2288888888888891,0.21428571428571427,0.0,310
3,10,5,15,164.7,Y,insider,220.0,175.0,220.0,seller,1.22892,True,166.817,167.0,-0.183,"count_uncertain:8@165,2@171","(3, 10)",220.0,-45.0,seller,False,True,1.2288888888888891,0.2857142857142857,0.0,310
3,10,6,15,164.7,Y,insider,220.0,175.0,220.0,seller,1.22892,True,166.817,167.0,-0.183,"count_uncertain:8@165,2@171","(3, 10)",220.0,-45.0,seller,False,True,1.2288888888888891,0.35714285714285715,0.0,310
