group,run_id,session,market,seed,period,state,info,side,discovery,n_trades,true_state_belief,price_basis_share,E_pct,TE_pct,insider_profit,uninformed_profit,insider_advantage_pct
control,m7_ctrl_42,0,A,42,1,X,none,,,19,0.5893055555555555,0.4857142857142857,98.5576923076923,64.84375,,,
control,m7_ctrl_42,0,A,42,2,X,none,,,18,0.5741111111111111,0.6388888888888888,98.33333333333333,59.375,,,
control,m7_ctrl_42,0,A,42,3,X,none,,,26,0.6208333333333332,0.7714285714285715,98.23717948717949,57.03125,,,
control,m7_ctrl_42,0,A,42,4,X,none,,,28,0.6702222222222223,0.75,97.40384615384616,36.71875,,,
control,m7_ctrl_42,0,A,42,5,Y,insider,seller,0.695,23,0.6266666666666666,0.7777777777777778,86.71875,20.3125,517.1666666666666,37.833333333333336,1366.9603524229074
control,m7_ctrl_42,0,A,42,6,X,insider,buyer,0.104,17,0.7347222222222222,0.9444444444444444,92.93981481481481,23.75,804.6666666666666,533.6666666666666,150.78076202373515
control,m7_ctrl_42,0,A,42,7,Y,insider,seller,0.013,19,0.36627777777777776,0.7777777777777778,77.08333333333333,-37.5,517.5,-24.166666666666668,-2141.3793103448274
control,m7_ctrl_42,0,A,42,8,X,insider,buyer,0.212,20,0.7227777777777777,0.7777777777777778,94.21296296296296,37.5,777.6666666666666,579.0,134.31203223949336
control,m7_ctrl_42,0,A,42,9,Y,insider,seller,0.238,10,0.49600000000000005,0.7222222222222222,85.41666666666667,12.5,382.8333333333333,163.83333333333334,233.6724313326551
control,m7_ctrl_42,0,A,42,10,Y,insider,,,0,0.6555555555555556,0.4444444444444444,83.33333333333333,0.0,266.6666666666667,266.6666666666667,100.0
control,m7_ctrl_42,0,A,42,11,X,insider,buyer,0.368,22,0.7694444444444444,0.8888888888888888,96.18055555555556,58.75,795.0,590.0,134.74576271186442
control,m7_ctrl_42,0,A,42,12,X,insider,buyer,0.74,25,0.7216666666666667,0.8888888888888888,99.65277777777777,96.25,763.5,671.5,113.7006701414743
control,m7_ctrl_42,0,A,42,13,X,insider,buyer,0.679,24,0.7083333333333334,0.8333333333333334,95.94907407407408,56.25,750.0,631.6666666666666,118.7335092348285
control,m7_ctrl_42,0,A,42,14,X,none,,,21,0.6055277777777778,0.4722222222222222,99.00641025641026,75.78125,,,
control,m7_ctrl_43,0,A,43,1,Y,none,,,6,0.4143055555555556,0.3888888888888889,95.7051282051282,-4.6875,,,
control,m7_ctrl_43,0,A,43,2,X,none,,,18,0.6166555555555555,0.5277777777777778,99.2948717948718,82.8125,,,
control,m7_ctrl_43,0,A,43,3,X,none,,,24,0.6295,0.6666666666666666,95.1923076923077,-17.1875,,,
control,m7_ctrl_43,0,A,43,4,Y,none,,,29,0.2667777777777778,0.9166666666666666,94.07051282051282,-44.53125,,,
control,m7_ctrl_43,0,A,43,5,X,insider,buyer,0.148,18,0.6372222222222221,0.5882352941176471,94.9074074074074,45.0,828.1666666666666,538.5,153.79139585267717
control,m7_ctrl_43,0,A,43,6,X,insider,buyer,0.414,21,0.6519444444444444,0.7222222222222222,96.18055555555556,58.75,791.8333333333334,593.1666666666666,133.49255408822705
control,m7_ctrl_43,0,A,43,7,X,insider,buyer,0.378,20,0.75,0.8888888888888888,95.48611111111111,51.25,782.5,592.5,132.06751054852322
control,m7_ctrl_43,0,A,43,8,X,insider,buyer,0.45,23,0.7563888888888889,0.7777777777777778,96.875,66.25,785.0,610.0,128.68852459016392
control,m7_ctrl_43,0,A,43,9,X,insider,buyer,0.468,22,0.7766666666666667,1.0,97.22222222222223,70.0,777.5,622.5,124.8995983935743
control,m7_ctrl_43,0,A,43,10,Y,insider,seller,0.892,21,0.6633333333333333,0.7058823529411765,96.09375,76.5625,415.8333333333333,199.16666666666666,208.78661087866107
control,m7_ctrl_43,0,A,43,11,Y,insider,seller,0.605,22,0.6556833333333334,0.8333333333333334,75.0,-50.0,400.0,80.0,500.0
control,m7_ctrl_43,0,A,43,12,X,insider,buyer,0.568,21,0.7883333333333333,0.7777777777777778,97.56944444444444,73.75,771.3333333333334,633.6666666666666,121.72540768016836
control,m7_ctrl_43,0,A,43,13,Y,insider,seller,0.746,16,0.6776666666666666,0.8333333333333334,92.70833333333333,56.25,366.6666666666667,226.66666666666666,161.76470588235296
control,m7_ctrl_43,0,A,43,14,Y,none,,,23,0.3952777777777778,0.5555555555555556,98.97435897435898,75.0,,,
control,m7_ctrl_44,0,A,44,1,X,none,,,9,0.6088888888888888,0.3611111111111111,98.07692307692308,53.125,,,
control,m7_ctrl_44,0,A,44,2,Y,none,,,18,0.38331944444444443,0.5,97.91666666666667,49.21875,,,
control,m7_ctrl_44,0,A,44,3,X,none,,,17,0.5905555555555555,0.3888888888888889,98.5576923076923,64.84375,,,
control,m7_ctrl_44,0,A,44,4,Y,none,,,14,0.40111111111111114,0.5,97.1474358974359,30.46875,,,
control,m7_ctrl_44,0,A,44,5,X,insider,buyer,0.086,13,0.6816666666666666,0.6666666666666666,89.00462962962963,-18.75,748.0,533.6666666666666,140.16239850093692
control,m7_ctrl_44,0,A,44,6,X,insider,buyer,0.111,18,0.7524444444444445,0.8888888888888888,92.47685185185185,18.75,795.5,536.1666666666666,148.3680447622008
control,m7_ctrl_44,0,A,44,7,X,insider,buyer,0.326,27,0.7833333333333333,0.9444444444444444,95.37037037037037,50.0,800.6666666666666,572.6666666666666,139.81373690337603
control,m7_ctrl_44,0,A,44,8,X,insider,buyer,0.167,12,0.7647222222222223,0.8888888888888888,92.01388888888889,13.75,711.5,613.5,115.97392013039935
control,m7_ctrl_44,0,A,44,9,X,insider,buyer,0.557,25,0.8066666666666666,0.9444444444444444,97.91666666666667,77.5,786.1666666666666,623.8333333333334,126.0219075607801
control,m7_ctrl_44,0,A,44,10,X,insider,buyer,0.381,26,0.7694444444444444,0.8888888888888888,96.52777777777777,62.5,781.6666666666666,608.3333333333334,128.4931506849315
control,m7_ctrl_44,0,A,44,11,Y,insider,seller,-0.385,19,0.33872222222222226,0.9444444444444444,79.42708333333333,-23.4375,565.3333333333334,-57.0,-991.812865497076
control,m7_ctrl_44,0,A,44,12,X,insider,buyer,0.5,18,0.6777777777777777,0.7058823529411765,95.13888888888889,47.5,743.3333333333334,626.6666666666666,118.61702127659576
control,m7_ctrl_44,0,A,44,13,Y,insider,seller,0.665,23,0.6633333333333333,0.5,96.09375,76.5625,403.3333333333333,211.66666666666666,190.5511811023622
control,m7_ctrl_44,0,A,44,14,X,none,,,0,0.6,0.0,95.8974358974359,0.0,,,
control,m7_ctrl_45,0,A,45,1,X,none,,,14,0.6202777777777777,0.6111111111111112,97.37179487179488,35.9375,,,
control,m7_ctrl_45,0,A,45,2,Y,none,,,19,0.3771583333333333,0.5,97.88461538461539,48.4375,,,
control,m7_ctrl_45,0,A,45,3,Y,none,,,23,0.5347222222222222,0.5,96.7948717948718,21.875,,,
control,m7_ctrl_45,0,A,45,4,X,none,,,15,0.435,0.7222222222222222,94.74358974358974,-28.125,,,
control,m7_ctrl_45,0,A,45,5,X,insider,buyer,0.266,25,0.7122222222222222,0.7777777777777778,96.41203703703704,61.25,845.0,543.3333333333334,155.52147239263803
control,m7_ctrl_45,0,A,45,6,X,insider,buyer,0.003,13,0.6797222222222222,0.6666666666666666,90.74074074074075,0.0,761.1666666666666,545.5,139.53559425603422
control,m7_ctrl_45,0,A,45,7,Y,insider,seller,0.925,25,0.6677777777777778,0.7222222222222222,88.28125,29.6875,458.8333333333333,106.16666666666667,432.182103610675
control,m7_ctrl_45,0,A,45,8,X,insider,buyer,0.395,19,0.7277777777777777,0.8333333333333334,96.18055555555556,58.75,786.6666666666666,598.3333333333334,131.47632311977713
control,m7_ctrl_45,0,A,45,9,Y,insider,seller,1.012,21,0.6761111111111111,0.8333333333333334,89.0625,34.375,425.1666666666667,144.83333333333334,293.5558112773303
control,m7_ctrl_45,0,A,45,10,Y,insider,seller,1.21,26,0.7460555555555556,0.8333333333333334,91.40625,48.4375,329.8333333333333,255.16666666666666,129.26192031352056
control,m7_ctrl_45,0,A,45,11,Y,insider,seller,0.952,29,0.6783333333333333,0.8888888888888888,96.09375,76.5625,407.3333333333333,207.66666666666666,196.1476725521669
control,m7_ctrl_45,0,A,45,12,Y,insider,seller,0.864,18,0.7351666666666667,0.8888888888888888,84.63541666666667,7.8125,346.8333333333333,194.83333333333334,178.01539777587678
control,m7_ctrl_45,0,A,45,13,X,insider,buyer,-0.512,15,0.5498888888888889,0.7777777777777778,89.81481481481481,-10.0,856.3333333333334,437.0,195.95728451563693
control,m7_ctrl_45,0,A,45,14,Y,none,,,15,0.426,0.8333333333333334,94.42307692307692,-35.9375,,,
control,m8_ctrl_42,0,B,42,1,X,none,,,17,0.5801388888888889,0.25,97.5,25.0,,,
control,m8_ctrl_42,0,B,42,2,X,none,,,23,0.5818333333333333,0.7222222222222222,99.02777777777777,70.83333333333333,,,
control,m8_ctrl_42,0,B,42,3,X,none,,,19,0.622425,0.5833333333333334,99.30555555555556,79.16666666666667,,,
control,m8_ctrl_42,0,B,42,4,X,none,,,26,0.5777777777777778,0.6666666666666666,98.47222222222223,54.166666666666664,,,
control,m8_ctrl_42,0,B,42,5,Y,insider,seller,0.009,22,0.305,0.4444444444444444,87.08333333333333,35.416666666666664,598.3333333333334,98.33333333333333,608.4745762711865
control,m8_ctrl_42,0,B,42,6,Y,insider,seller,0.187,25,0.3990944444444444,0.6470588235294118,89.16666666666667,45.833333333333336,578.1666666666666,135.16666666666666,427.7435265104809
control,m8_ctrl_42,0,B,42,7,X,insider,buyer,0.0,12,0.6177777777777778,0.5,93.4375,-12.5,895.0,600.0,149.16666666666666
control,m8_ctrl_42,0,B,42,8,X,insider,buyer,0.522,18,0.6833333333333333,0.6666666666666666,97.29166666666667,53.57142857142857,860.8333333333334,695.8333333333334,123.7125748502994
control,m8_ctrl_42,0,B,42,9,X,insider,buyer,0.53,23,0.8116666666666666,0.8888888888888888,97.5,57.142857142857146,873.0,687.0,127.07423580786026
control,m8_ctrl_42,0,B,42,10,X,insider,buyer,0.619,23,0.7822222222222223,0.8333333333333334,97.91666666666667,64.28571428571429,837.6666666666666,729.0,114.90626428898032
control,m8_ctrl_42,0,B,42,11,X,insider,buyer,0.645,24,0.7523888888888889,0.7777777777777778,98.85416666666667,80.35714285714286,826.6666666666666,755.0,109.49227373068432
control,m8_ctrl_42,0,B,42,12,X,insider,buyer,0.836,19,0.8705555555555555,0.9444444444444444,100.0,100.0,811.3333333333334,788.6666666666666,102.8740490278952
control,m8_ctrl_42,0,B,42,13,Y,insider,seller,0.376,20,0.49927777777777776,0.6666666666666666,89.58333333333333,47.916666666666664,560.1666666666666,156.5,357.9339723109691
control,m8_ctrl_42,0,B,42,14,Y,none,,,16,0.3590277777777778,0.5428571428571428,96.66666666666667,0.0,,,
control,m8_ctrl_43,0,B,43,1,X,none,,,18,0.5791111111111111,0.4722222222222222,99.16666666666667,75.0,,,
control,m8_ctrl_43,0,B,43,2,X,none,,,13,0.6118888888888888,0.5555555555555556,97.91666666666667,37.5,,,
control,m8_ctrl_43,0,B,43,3,X,none,,,27,0.6360833333333333,0.5,98.47222222222223,54.166666666666664,,,
control,m8_ctrl_43,0,B,43,4,X,none,,,29,0.6907611111111112,0.75,96.11111111111111,-16.666666666666668,,,
control,m8_ctrl_43,0,B,43,5,Y,insider,seller,0.48,24,0.46888888888888886,0.7777777777777778,86.25,31.25,608.6666666666666,81.33333333333333,748.360655737705
control,m8_ctrl_43,0,B,43,6,Y,insider,seller,0.725,32,0.6313,0.8888888888888888,96.66666666666667,83.33333333333333,546.0,227.33333333333334,240.17595307917887
control,m8_ctrl_43,0,B,43,7,X,insider,buyer,0.419,16,0.6923888888888888,1.0,96.45833333333333,39.285714285714285,856.6666666666666,686.6666666666666,124.75728155339804
control,m8_ctrl_43,0,B,43,8,X,insider,buyer,0.453,21,0.7227777777777777,0.7777777777777778,97.5,57.142857142857146,876.6666666666666,683.3333333333334,128.29268292682926
control,m8_ctrl_43,0,B,43,9,X,insider,buyer,0.342,25,0.7533333333333334,0.7777777777777778,97.29166666666667,53.57142857142857,878.5,678.1666666666666,129.54042762349474
control,m8_ctrl_43,0,B,43,10,X,insider,buyer,0.514,22,0.8311111111111111,1.0,96.77083333333333,44.642857142857146,842.1666666666666,706.1666666666666,119.25890960585319
control,m8_ctrl_43,0,B,43,11,X,insider,buyer,0.734,21,0.8177777777777778,0.7777777777777778,98.95833333333333,82.14285714285714,823.8333333333334,759.5,108.47048496818083
control,m8_ctrl_43,0,B,43,12,X,insider,buyer,0.603,20,0.8558333333333333,1.0,97.08333333333333,50.0,819.5,733.8333333333334,111.67385873268226
control,m8_ctrl_43,0,B,43,13,Y,insider,seller,0.161,25,0.40535000000000004,0.7222222222222222,81.25,6.25,600.3333333333334,49.666666666666664,1208.7248322147652
control,m8_ctrl_43,0,B,43,14,X,none,,,20,0.5503138888888889,0.5555555555555556,98.19444444444444,45.833333333333336,,,
control,m8_ctrl_44,0,B,44,1,X,none,,,5,0.605,0.4166666666666667,96.94444444444444,8.333333333333334,,,
control,m8_ctrl_44,0,B,44,2,Y,none,,,29,0.35739722222222226,0.8055555555555556,99.16666666666667,75.0,,,
control,m8_ctrl_44,0,B,44,3,Y,none,,,20,0.41352777777777777,0.6285714285714286,100.0,100.0,,,
control,m8_ctrl_44,0,B,44,4,X,none,,,17,0.5502777777777778,0.7222222222222222,97.36111111111111,20.833333333333332,,,
control,m8_ctrl_44,0,B,44,5,X,insider,buyer,0.008,12,0.6072222222222222,0.3888888888888889,95.20833333333333,17.857142857142858,921.6666666666666,601.6666666666666,153.18559556786704
control,m8_ctrl_44,0,B,44,6,Y,insider,seller,0.13,9,0.4706666666666666,0.8888888888888888,81.66666666666667,8.333333333333334,412.6666666666667,240.66666666666666,171.46814404432135
control,m8_ctrl_44,0,B,44,7,Y,insider,seller,0.37,2,0.6572222222222223,0.6666666666666666,80.41666666666667,2.0833333333333335,336.0,307.3333333333333,109.32754880694144
control,m8_ctrl_44,0,B,44,8,Y,insider,seller,0.895,13,0.6902777777777778,0.7777777777777778,88.75,43.75,393.6666666666667,316.3333333333333,124.44678609062173
control,m8_ctrl_44,0,B,44,9,X,insider,buyer,0.502,19,0.7622222222222222,0.8888888888888888,97.91666666666667,64.28571428571429,867.0,699.6666666666666,123.91615054787995
control,m8_ctrl_44,0,B,44,10,Y,insider,seller,0.628,10,0.6761111111111111,0.6111111111111112,83.33333333333333,16.666666666666668,391.0,275.6666666666667,141.8379685610641
control,m8_ctrl_44,0,B,44,11,X,insider,buyer,0.247,24,0.7251666666666666,0.7777777777777778,97.70833333333333,60.714285714285715,938.0,625.3333333333334,150.0
control,m8_ctrl_44,0,B,44,12,Y,insider,seller,0.134,7,0.6116666666666667,0.7222222222222222,80.83333333333333,4.166666666666667,394.1666666666667,252.5,156.10561056105612
control,m8_ctrl_44,0,B,44,13,Y,insider,seller,0.446,17,0.5994444444444444,0.7222222222222222,79.58333333333333,-2.0833333333333335,520.6666666666666,116.0,448.85057471264366
control,m8_ctrl_44,0,B,44,14,X,none,,,25,0.4206944444444444,0.7222222222222222,98.33333333333333,50.0,,,
disclosed,m7_disc_42,0,A,42,1,X,none,,,13,0.5174722222222221,0.4722222222222222,95.86538461538461,-0.78125,,,
disclosed,m7_disc_42,0,A,42,2,X,none,,,13,0.6575,0.5833333333333334,98.5576923076923,64.84375,,,
disclosed,m7_disc_42,0,A,42,3,X,none,,,28,0.7908333333333333,0.9166666666666666,97.33974358974359,35.15625,,,
disclosed,m7_disc_42,0,A,42,4,X,none,,,19,0.5073888888888889,0.8611111111111112,97.17948717948718,31.25,,,
disclosed,m7_disc_42,0,A,42,5,Y,insider,seller,0.298,17,0.4378611111111111,0.7222222222222222,84.89583333333333,9.375,460.0,83.33333333333333,552.0
disclosed,m7_disc_42,0,A,42,6,X,insider,buyer,0.376,19,0.7327777777777778,0.8823529411764706,95.48611111111111,51.25,780.1666666666666,594.8333333333334,131.15718688708318
disclosed,m7_disc_42,0,A,42,7,Y,insider,seller,-0.387,22,0.26666666666666666,0.8333333333333334,71.35416666666667,-71.875,597.1666666666666,-140.5,-425.0296559905101
disclosed,m7_disc_42,0,A,42,8,X,insider,buyer,0.399,18,0.6583333333333333,0.8333333333333334,95.13888888888889,47.5,770.0,600.0,128.33333333333334
disclosed,m7_disc_42,0,A,42,9,Y,insider,seller,0.104,8,0.5477777777777777,0.6111111111111112,80.20833333333333,-18.75,383.0,130.33333333333334,293.8618925831202
disclosed,m7_disc_42,0,A,42,10,Y,insider,seller,0.503,3,0.633888888888889,0.6666666666666666,82.8125,-3.125,280.1666666666667,249.83333333333334,112.14142761841228
disclosed,m7_disc_42,0,A,42,11,X,insider,buyer,0.17,20,0.6417777777777778,0.7777777777777778,95.37037037037037,50.0,815.0,558.3333333333334,145.97014925373134
disclosed,m7_disc_42,0,A,42,12,X,insider,buyer,0.282,21,0.7361111111111112,0.7777777777777778,96.52777777777777,62.5,819.0,571.0,143.4325744308231
disclosed,m7_disc_42,0,A,42,13,X,insider,buyer,0.524,17,0.755,0.8333333333333334,95.83333333333333,55.0,738.8333333333334,641.1666666666666,115.23264881726023
disclosed,m7_disc_42,0,A,42,14,X,none,,,22,0.8358333333333333,0.8611111111111112,99.67948717948718,92.1875,,,
disclosed,m8_disc_42,0,B,42,1,X,none,,,19,0.5639722222222222,0.5277777777777778,98.75,62.5,,,
disclosed,m8_disc_42,0,B,42,2,X,none,,,24,0.6329444444444445,0.6666666666666666,98.33333333333333,50.0,,,
disclosed,m8_disc_42,0,B,42,3,X,none,,,30,0.72925,0.8055555555555556,96.11111111111111,-16.666666666666668,,,
disclosed,m8_disc_42,0,B,42,4,X,none,,,18,0.7888888888888889,0.9166666666666666,96.11111111111111,-16.666666666666668,,,
disclosed,m8_disc_42,0,B,42,5,Y,insider,seller,0.624,23,0.5836111111111112,0.8333333333333334,81.66666666666667,8.333333333333334,539.6666666666666,113.66666666666667,474.78005865102637
disclosed,m8_disc_42,0,B,42,6,Y,insider,seller,1.009,23,0.6155555555555555,0.9444444444444444,95.41666666666667,77.08333333333333,543.5,219.83333333333334,247.2327520849128
disclosed,m8_disc_42,0,B,42,7,X,insider,buyer,0.448,20,0.8231666666666667,1.0,96.66666666666667,42.857142857142854,844.1666666666666,702.5,120.16607354685645
disclosed,m8_disc_42,0,B,42,8,X,insider,buyer,0.448,21,0.8433333333333333,0.9444444444444444,97.5,57.142857142857146,838.8333333333334,721.1666666666666,116.31615437947772
disclosed,m8_disc_42,0,B,42,9,X,insider,buyer,0.557,28,0.7847222222222222,1.0,97.5,57.142857142857146,872.5,687.5,126.9090909090909
disclosed,m8_disc_42,0,B,42,10,X,insider,buyer,0.758,24,0.8500000000000001,0.8888888888888888,98.54166666666667,75.0,822.8333333333334,753.8333333333334,109.15321689144373
disclosed,m8_disc_42,0,B,42,11,X,insider,buyer,0.871,22,0.8455555555555555,0.8888888888888888,100.0,100.0,815.1666666666666,784.8333333333334,103.86493947759608
disclosed,m8_disc_42,0,B,42,12,X,insider,buyer,0.808,26,0.785461111111111,1.0,100.0,100.0,843.5,756.5,111.50033046926636
disclosed,m8_disc_42,0,B,42,13,Y,insider,seller,-0.088,23,0.19611111111111112,1.0,77.91666666666667,-10.416666666666666,588.8333333333334,34.5,1706.7632850241546
disclosed,m8_disc_42,0,B,42,14,Y,none,,,22,0.45926944444444445,0.5833333333333334,98.33333333333333,50.0,,,
ladder1b,m7_lad1b_42,0,A,42,1,X,none,,,19,0.5819444444444444,0.4444444444444444,98.23717948717949,57.03125,,,
ladder1b,m7_lad1b_42,0,A,42,2,X,none,,,20,0.6312500000000001,0.6111111111111112,97.98076923076923,50.78125,,,
ladder1b,m7_lad1b_42,0,A,42,3,X,none,,,14,0.669861111111111,0.5,95.8974358974359,0.0,,,
ladder1b,m7_lad1b_42,0,A,42,4,X,none,,,17,0.7158333333333333,0.6944444444444444,95.67307692307692,-5.46875,,,
ladder1b,m7_lad1b_42,0,A,42,5,Y,insider,seller,-0.019,14,0.2038888888888889,0.7222222222222222,81.25,-12.5,523.5,-3.5,-14957.142857142857
ladder1b,m7_lad1b_42,0,A,42,6,X,insider,buyer,0.071,12,0.6055555555555556,0.35294117647058826,91.43518518518519,7.5,782.5,534.1666666666666,146.48985959438377
ladder1b,m7_lad1b_42,0,A,42,7,Y,insider,seller,0.109,12,0.47500000000000003,0.2222222222222222,77.86458333333333,-32.8125,433.6666666666667,64.66666666666667,670.6185567010309
ladder1b,m7_lad1b_42,0,A,42,8,X,insider,buyer,0.137,15,0.7416666666666667,0.7222222222222222,92.93981481481481,23.75,761.6666666666666,576.6666666666666,132.08092485549133
ladder1b,m7_lad1b_42,0,A,42,9,Y,insider,seller,0.191,24,0.40555555555555556,0.8888888888888888,78.64583333333333,-28.125,470.3333333333333,33.0,1425.2525252525252
ladder1b,m7_lad1b_42,0,A,42,10,Y,insider,seller,0.222,17,0.39722222222222225,0.6111111111111112,78.90625,-26.5625,475.5,29.5,1611.864406779661
ladder1b,m7_lad1b_42,0,A,42,11,X,insider,buyer,0.372,23,0.6727777777777777,0.5,97.22222222222223,70.0,830.0,570.0,145.6140350877193
ladder1b,m7_lad1b_42,0,A,42,12,X,insider,buyer,0.877,23,0.8033333333333332,0.7777777777777778,99.30555555555556,92.5,738.6666666666666,691.3333333333334,106.84667309546768
ladder1b,m7_lad1b_42,0,A,42,13,X,insider,buyer,0.99,18,0.7611111111111111,0.7222222222222222,100.0,100.0,721.3333333333334,718.6666666666666,100.37105751391468
ladder1b,m7_lad1b_42,0,A,42,14,X,none,,,18,0.6916666666666667,0.6,99.03846153846153,76.5625,,,
ladder1b,m8_lad1b_42,0,B,42,1,X,none,,,18,0.5633333333333334,0.3055555555555556,98.47222222222223,54.166666666666664,,,
ladder1b,m8_lad1b_42,0,B,42,2,X,none,,,14,0.6549166666666666,0.5,98.75,62.5,,,
ladder1b,m8_lad1b_42,0,B,42,3,X,none,,,16,0.6499999999999999,0.6111111111111112,98.33333333333333,50.0,,,
ladder1b,m8_lad1b_42,0,B,42,4,X,none,,,13,0.6083333333333333,0.4857142857142857,98.88888888888889,66.66666666666667,,,
ladder1b,m8_lad1b_42,0,B,42,5,Y,insider,seller,0.911,22,0.8355555555555556,0.8333333333333334,95.83333333333333,79.16666666666667,418.1666666666667,348.5,119.99043519846964
ladder1b,m8_lad1b_42,0,B,42,6,Y,insider,seller,1.011,18,0.9166666666666666,0.9444444444444444,100.0,100.0,400.3333333333333,399.6666666666667,100.16680567139281
ladder1b,m8_lad1b_42,0,B,42,7,X,insider,buyer,0.453,10,0.8666666666666667,0.8888888888888888,97.29166666666667,53.57142857142857,803.5,753.1666666666666,106.68289444567382
ladder1b,m8_lad1b_42,0,B,42,8,X,insider,buyer,0.419,11,0.875,0.8888888888888888,97.29166666666667,53.57142857142857,815.0,741.6666666666666,109.88764044943821
ladder1b,m8_lad1b_42,0,B,42,9,X,insider,buyer,0.776,17,0.87,0.7777777777777778,99.375,89.28571428571429,804.6666666666666,785.3333333333334,102.46179966044141
ladder1b,m8_lad1b_42,0,B,42,10,X,insider,buyer,0.857,19,0.8969444444444444,0.9444444444444444,99.58333333333333,92.85714285714286,810.0,783.3333333333334,103.40425531914893
ladder1b,m8_lad1b_42,0,B,42,11,X,insider,buyer,0.711,14,0.8633333333333333,0.9444444444444444,97.91666666666667,64.28571428571429,801.3333333333334,765.3333333333334,104.70383275261325
ladder1b,m8_lad1b_42,0,B,42,12,X,insider,buyer,0.803,15,0.9061111111111111,0.9444444444444444,98.02083333333333,66.07142857142857,800.0,768.3333333333334,104.12147505422993
ladder1b,m8_lad1b_42,0,B,42,13,Y,insider,seller,1.028,18,0.855,0.8888888888888888,99.16666666666667,95.83333333333333,401.0,392.3333333333333,102.2090059473237
ladder1b,m8_lad1b_42,0,B,42,14,Y,none,,,0,0.4000000000000001,0.0,96.66666666666667,0.0,,,
ladder2,m7_lad2_42,0,A,42,1,X,none,,,22,0.6,0.2222222222222222,100.0,100.0,,,
ladder2,m7_lad2_42,0,A,42,2,X,none,,,18,0.6,0.19444444444444445,100.0,100.0,,,
ladder2,m7_lad2_42,0,A,42,3,X,none,,,23,0.6,0.16666666666666666,100.0,100.0,,,
ladder2,m7_lad2_42,0,A,42,4,X,none,,,19,0.6,0.16666666666666666,100.0,100.0,,,
ladder2,m7_lad2_42,0,A,42,5,Y,insider,seller,0.996,19,0.8616666666666667,0.7777777777777778,100.0,100.0,323.8333333333333,316.1666666666667,102.42488139167105
ladder2,m7_lad2_42,0,A,42,6,X,insider,buyer,0.206,18,0.6911111111111111,0.8888888888888888,96.18055555555556,58.75,768.6666666666666,616.3333333333334,124.71606273661436
ladder2,m7_lad2_42,0,A,42,7,Y,insider,seller,1.012,17,0.8955555555555557,0.8888888888888888,100.0,100.0,321.1666666666667,318.8333333333333,100.73183481442761
ladder2,m7_lad2_42,0,A,42,8,X,insider,buyer,0.324,16,0.9083333333333334,0.9444444444444444,97.22222222222223,70.0,729.3333333333334,670.6666666666666,108.7475149105368
ladder2,m7_lad2_42,0,A,42,9,Y,insider,seller,1.009,17,0.8888888888888888,0.9444444444444444,100.0,100.0,320.8333333333333,319.1666666666667,100.52219321148824
ladder2,m7_lad2_42,0,A,42,10,Y,insider,seller,1.011,16,0.9383333333333334,1.0,100.0,100.0,320.3333333333333,319.6666666666667,100.20855057351407
ladder2,m7_lad2_42,0,A,42,11,X,insider,buyer,0.611,14,0.8922222222222221,0.9444444444444444,96.875,66.25,723.5,671.5,107.74385703648548
ladder2,m7_lad2_42,0,A,42,12,X,insider,buyer,0.922,19,0.9368333333333333,0.8888888888888888,100.0,100.0,718.0,722.0,99.44598337950139
ladder2,m7_lad2_42,0,A,42,13,X,insider,buyer,0.865,18,0.9627777777777777,1.0,100.0,100.0,724.3333333333334,715.6666666666666,101.21099208197487
ladder2,m7_lad2_42,0,A,42,14,X,none,,,11,0.6097222222222222,0.3888888888888889,98.71794871794872,68.75,,,
ladder2,m7_lad2_45,0,A,45,1,X,none,,,21,0.6,0.3055555555555556,99.35897435897436,84.375,,,
ladder2,m7_lad2_45,0,A,45,2,Y,none,,,17,0.4,0.3055555555555556,100.0,100.0,,,
ladder2,m7_lad2_45,0,A,45,3,Y,none,,,17,0.4,0.2222222222222222,100.0,100.0,,,
ladder2,m7_lad2_45,0,A,45,4,X,none,,,16,0.6,0.3888888888888889,100.0,100.0,,,
ladder2,m7_lad2_45,0,A,45,5,X,insider,buyer,0.557,12,0.9122222222222222,0.9444444444444444,96.875,66.25,708.1666666666666,686.8333333333334,103.10604222276145
ladder2,m7_lad2_45,0,A,45,6,X,insider,buyer,0.771,20,0.9216666666666666,1.0,100.0,100.0,709.3333333333334,730.6666666666666,97.08029197080293
ladder2,m7_lad2_45,0,A,45,7,Y,insider,seller,1.045,19,0.8344444444444444,0.8333333333333334,100.0,100.0,320.0,320.0,100.0
ladder2,m7_lad2_45,0,A,45,8,X,insider,buyer,0.828,16,0.9638888888888888,1.0,100.0,100.0,713.1666666666666,726.8333333333334,98.11969731712908
ladder2,m7_lad2_45,0,A,45,9,Y,insider,seller,1.009,16,0.9361111111111112,1.0,100.0,100.0,320.0,320.0,100.0
ladder2,m7_lad2_45,0,A,45,10,Y,insider,seller,1.01,16,0.9133333333333334,0.9444444444444444,100.0,100.0,319.6666666666667,320.3333333333333,99.79188345473466
ladder2,m7_lad2_45,0,A,45,11,Y,insider,seller,1.01,16,0.9177777777777778,0.9444444444444444,100.0,100.0,320.1666666666667,319.8333333333333,100.10422094841064
ladder2,m7_lad2_45,0,A,45,12,Y,insider,seller,1.01,16,0.8883333333333333,0.8888888888888888,100.0,100.0,320.1666666666667,319.8333333333333,100.10422094841064
