market,period,trade_index,n_trades_in_period,price,state,info,vbar,re_price,pi_price,side,D,separating,period_mean_recovered,period_mean_printed,mean_residual,quality_flag
2,6,5,16,330.0,Y,all,266.6667,350.0,350.0,buyer,0.76,False,336.938,337.0,-0.062,ok
2,6,6,16,335.0,Y,all,266.6667,350.0,350.0,buyer,0.82,False,336.938,337.0,-0.062,ok
2,6,7,16,335.0,Y,all,266.6667,350.0,350.0,buyer,0.82,False,336.938,337.0,-0.062,ok
2,6,8,16,335.0,Y,all,266.6667,350.0,350.0,buyer,0.82,False,336.938,337.0,-0.062,ok
2,6,9,16,340.0,Y,all,266.6667,350.0,350.0,buyer,0.88,False,336.938,337.0,-0.062,ok
2,6,10,16,340.0,Y,all,266.6667,350.0,350.0,buyer,0.88,False,336.938,337.0,-0.062,ok
2,6,11,16,345.0,Y,all,266.6667,350.0,350.0,buyer,0.94,False,336.938,337.0,-0.062,ok
2,6,12,16,343.0,Y,all,266.6667,350.0,350.0,buyer,0.916,False,336.938,337.0,-0.062,ok
2,6,13,16,346.0,Y,all,266.6667,350.0,350.0,buyer,0.952,False,336.938,337.0,-0.062,ok
2,6,14,16,345.0,Y,all,266.6667,350.0,350.0,buyer,0.94,False,336.938,337.0,-0.062,ok
2,6,15,16,347.0,Y,all,266.6667,350.0,350.0,buyer,0.964,False,336.938,337.0,-0.062,ok
2,6,16,16,345.0,Y,all,266.6667,350.0,350.0,buyer,0.94,False,336.938,337.0,-0.062,ok
2,7,1,22,320.0,X,insider,266.6667,240.0,267.0,seller,-2.0,True,307.409,307.0,0.409,ok
2,7,2,22,320.0,X,insider,266.6667,240.0,267.0,seller,-2.0,True,307.409,307.0,0.409,ok
